Celebrity,Current Ranking,Current Price,Avg. 21-Day Price,Avg. 21-Day Price/Current Price,All-Time High Price,All-Time High Price/Current Price,Days Since All-Time High Price,Gender,Age,Upcoming Birthday,U.S. Nationality,Living Status,Celebrity Bucks Recommendation,Last Update
Sandra Oh,487,7000,1000,0.143,1214000,173.429,704,Female,49,No upcoming birthday,Foreign to U.S.,Alive,Hold,41:11.6
Melissa Joan Hart,488,6000,1000,0.167,143000,23.833,2437,Female,44,No upcoming birthday,U.S. national,Alive,Hold,41:12.9
Nathan Fillion,489,6000,1000,0.167,178000,29.667,1672,Male,49,No upcoming birthday,Foreign to U.S.,Alive,Hold,41:14.2
Peter Dinklage,490,6000,6000,1,333000,55.5,1712,Male,51,No upcoming birthday,U.S. national,Alive,Hold,41:15.5
Regina King,491,6000,3000,0.5,705000,117.5,655,Female,49,No upcoming birthday,U.S. national,Alive,Hold,41:16.8
Henry Fonda,492,6000,1000,0.167,94000,15.667,482,Male,77,No upcoming birthday,U.S. national,Dead,Hold,41:18.1
Alicia Keys,493,6000,7000,1.167,732000,122,668,Female,39,No upcoming birthday,U.S. national,Alive,Hold,41:19.4
Brian Dennehy,494,6000,1000,0.167,424000,70.667,237,Male,81,No upcoming birthday,U.S. national,Dead,Hold,41:21.2
Lucy Liu,495,6000,1000,0.167,351000,58.5,1931,Female,52,No upcoming birthday,U.S. national,Alive,Hold,41:22.5
Bette Midler,496,6000,2000,0.333,749000,124.833,1738,Female,75,No upcoming birthday,U.S. national,Alive,Hold,41:23.8
Tom Selleck,497,6000,1000,0.167,310000,51.667,1981,Male,75,No upcoming birthday,U.S. national,Alive,Hold,41:25.2
Dorothy McGuire,498,6000,1000,0.167,16000,2.667,2296,Female,85,No upcoming birthday,U.S. national,Dead,Hold,41:26.4
Roberto Benigni,499,6000,2000,0.333,34000,5.667,2446,Male,68,No upcoming birthday,Foreign to U.S.,Alive,Hold,41:27.8
Robert De Niro,500,6000,3000,0.5,676000,112.667,913,Male,77,No upcoming birthday,U.S. national,Alive,Hold,41:29.2
Matt Damon,501,6000,2000,0.333,952000,158.667,1899,Male,50,No upcoming birthday,U.S. national,Alive,Hold,41:30.5
James Caan,502,6000,1000,0.167,115000,19.167,1320,Male,80,No upcoming birthday,U.S. national,Alive,Hold,41:31.9
Daniel Day-Lewis,503,6000,1000,0.167,424000,70.667,1268,Male,63,No upcoming birthday,Foreign to U.S.,Alive,Hold,41:33.1
Elizabeth Banks,504,6000,1000,0.167,392000,65.333,1597,Female,46,No upcoming birthday,U.S. national,Alive,Hold,41:34.4
Ted Danson,505,6000,2000,0.333,171000,28.5,2163,Male,72,No upcoming birthday,U.S. national,Alive,Hold,41:35.7
Ben Stiller,506,6000,2000,0.333,714000,119,2102,Male,55,No upcoming birthday,U.S. national,Alive,Hold,41:37.2
Jennifer Garner,507,6000,11000,1.833,1463000,243.833,1989,Female,48,No upcoming birthday,U.S. national,Alive,Hold,41:38.5
Beth Ditto,508,6000,1000,0.167,50000,8.333,1347,Female,39,No upcoming birthday,U.S. national,Alive,Hold,41:39.7
Bella Thorne,509,6000,1000,0.167,581000,96.833,1295,Female,23,No upcoming birthday,U.S. national,Alive,Hold,41:41.0
Ronald Reagan,510,6000,6000,1,374000,62.333,1686,Male,93,No upcoming birthday,U.S. national,Dead,Hold,41:42.5
Alfonso Ribeiro,511,6000,1000,0.167,387000,64.5,2206,Male,49,No upcoming birthday,U.S. national,Alive,Hold,41:43.8
Michael Clarke Duncan,512,6000,1000,0.167,58000,9.667,2375,Male,54,No upcoming birthday,U.S. national,Dead,Hold,41:45.1
Paul Giamatti,513,6000,1000,0.167,193000,32.167,2562,Male,53,No upcoming birthday,U.S. national,Alive,Hold,41:46.4
Bryan Cranston,514,6000,8000,1.333,1094000,182.333,2298,Male,64,No upcoming birthday,U.S. national,Alive,Hold,41:48.8
Lenny Henry,515,6000,2000,0.333,63000,10.5,724,Male,62,No upcoming birthday,Foreign to U.S.,Alive,Hold,41:50.2
Sophia Loren,516,6000,1000,0.167,92000,15.333,2227,Female,86,No upcoming birthday,Foreign to U.S.,Alive,Hold,41:51.5
George Lopez,517,6000,1000,0.167,357000,59.5,2476,Male,59,No upcoming birthday,U.S. national,Alive,Hold,41:52.8
Kevin Spacey,518,6000,1000,0.167,2245000,374.167,1137,Male,61,No upcoming birthday,U.S. national,Alive,Hold,41:54.1
Yvette Nicole Brown,519,6000,1000,0.167,140000,23.333,2263,Female,49,No upcoming birthday,U.S. national,Alive,Hold,41:55.3
Christoph Waltz,520,6000,1000,0.167,325000,54.167,2198,Male,64,No upcoming birthday,Foreign to U.S.,Alive,Hold,41:56.6
James MacArthur,521,6000,1000,0.167,6000,1,2183,Male,72,No upcoming birthday,U.S. national,Dead,Hold,41:57.9
David Hasselhoff,522,6000,1000,0.167,215000,35.833,1854,Male,68,No upcoming birthday,U.S. national,Alive,Hold,41:59.2
Christian Siriano,523,6000,1000,0.167,164000,27.333,1614,NaN,NaN,NaN,NaN,NaN,Hold,42:02.6
Abhishek Bachchan,524,6000,1000,0.167,110000,18.333,151,Male,44,No upcoming birthday,Foreign to U.S.,Alive,Hold,42:03.9
Martin Short,525,6000,1000,0.167,169000,28.167,1654,Male,70,No upcoming birthday,Foreign to U.S.,Alive,Hold,42:05.2
Fergie,526,6000,1000,0.167,928000,154.667,1025,Female,45,No upcoming birthday,U.S. national,Alive,Hold,42:06.5
Chris Pine,527,6000,4000,0.667,581000,96.833,2520,Male,40,No upcoming birthday,U.S. national,Alive,Sell,42:07.7
Conan O'Brien,528,6000,1000,0.167,395000,65.833,2472,Male,57,No upcoming birthday,U.S. national,Alive,Hold,42:09.1
Annabelle Wallis,529,6000,1000,0.167,103000,17.167,1879,Female,36,No upcoming birthday,Foreign to U.S.,Alive,Hold,42:10.3
Karl Urban,530,6000,1000,0.167,164000,27.333,2579,Male,48,No upcoming birthday,Foreign to U.S.,Alive,Hold,42:11.6
Raj Kapoor,531,6000,1000,0.167,26000,4.333,1102,Male,63,Upcoming birthday,Foreign to U.S.,Dead,Hold,42:13.0
will.i.am,532,6000,1000,0.167,134000,22.333,2256,NaN,NaN,NaN,NaN,NaN,Hold,42:15.4
Diane Lane,533,6000,2000,0.333,208000,34.667,2564,Female,55,No upcoming birthday,U.S. national,Alive,Hold,42:16.7
Marion Davies,534,6000,2000,0.333,39000,6.5,7,Female,64,No upcoming birthday,U.S. national,Dead,Hold,42:17.9
Kyle MacLachlan,535,6000,1000,0.167,371000,61.833,2159,Male,61,No upcoming birthday,U.S. national,Alive,Hold,42:19.9
Savannah Guthrie,536,6000,1000,0.167,568000,94.667,1106,NaN,NaN,NaN,NaN,NaN,Hold,42:22.3
Bill Irwin,537,6000,1000,0.167,42000,7,2324,Male,70,No upcoming birthday,U.S. national,Alive,Hold,42:23.8
Lauren Graham,538,6000,2000,0.333,263000,43.833,1878,Female,53,No upcoming birthday,U.S. national,Alive,Hold,42:25.1
Olivia Munn,539,6000,2000,0.333,387000,64.5,1054,Female,40,No upcoming birthday,U.S. national,Alive,Hold,42:26.6
Marshall Bell,540,6000,1000,0.167,6000,1,2018,Male,78,No upcoming birthday,U.S. national,Alive,Hold,42:27.9
Steve Martin,541,6000,3000,0.5,346000,57.667,2580,Male,75,No upcoming birthday,U.S. national,Alive,Hold,42:29.2
Brendan Fitzpatrick,542,6000,1000,0.167,29000,4.833,2292,NaN,NaN,NaN,NaN,NaN,Hold,42:31.7
Emilio Estevez,543,6000,1000,0.167,126000,21,301,Male,58,No upcoming birthday,U.S. national,Alive,Hold,42:32.9
Adam Levine,544,6000,2000,0.333,938000,156.333,2577,Male,41,No upcoming birthday,U.S. national,Alive,Hold,42:34.3
Michael Caine,545,6000,1000,0.167,274000,45.667,2030,Male,87,No upcoming birthday,Foreign to U.S.,Alive,Hold,42:35.7
Sterling K. Brown,546,6000,1000,0.167,604000,100.667,1179,NaN,NaN,NaN,NaN,NaN,Hold,42:38.1
John Mills,547,6000,1000,0.167,16000,2.667,2296,Male,97,No upcoming birthday,Foreign to U.S.,Dead,Hold,42:39.4
Jessica Alba,548,6000,1000,0.167,363000,60.5,2304,Female,39,No upcoming birthday,U.S. national,Alive,Hold,42:40.8
Vincent D'Onofrio,549,6000,1000,0.167,136000,22.667,2374,Male,61,No upcoming birthday,U.S. national,Alive,Hold,42:42.1
Dr. Phil,550,6000,1000,0.167,359000,59.833,2107,NaN,NaN,NaN,NaN,NaN,Hold,42:44.5
Alanis Morissette,551,6000,1000,0.167,280000,46.667,1316,Female,46,No upcoming birthday,Foreign to U.S.,Alive,Hold,42:47.5
Cara Delevingne,552,6000,2000,0.333,389000,64.833,1589,Female,28,No upcoming birthday,Foreign to U.S.,Alive,Hold,42:48.8
Bryce Dallas Howard,553,6000,1000,0.167,665000,110.833,2009,Female,39,No upcoming birthday,U.S. national,Alive,Hold,42:50.0
Sharon Tate,554,6000,1000,0.167,265000,44.167,1116,Female,26,No upcoming birthday,U.S. national,Dead,Hold,42:51.3
Jack White,555,6000,2000,0.333,247000,41.167,2384,Male,45,No upcoming birthday,U.S. national,Alive,Hold,42:52.6
Harry Shum,556,6000,4000,0.667,106000,17.667,760,NaN,NaN,NaN,NaN,NaN,Hold,42:55.0
George Michael,557,6000,1000,0.167,2802000,467,1445,Male,53,No upcoming birthday,Foreign to U.S.,Dead,Hold,42:56.3
Oscar Isaac,558,6000,6000,1,494000,82.333,2417,Male,40,No upcoming birthday,Foreign to U.S.,Alive,Hold,42:57.5
John Stamos,559,6000,1000,0.167,615000,102.5,2007,Male,57,No upcoming birthday,U.S. national,Alive,Hold,42:58.8
Tony Leung,560,6000,1000,0.167,81000,13.5,508,NaN,NaN,NaN,NaN,NaN,Hold,43:01.7
Mandy Moore,561,6000,4000,0.667,392000,65.333,666,Female,36,No upcoming birthday,U.S. national,Alive,Hold,43:03.1
Steve Guttenberg,562,6000,1000,0.167,49000,8.167,828,Male,62,No upcoming birthday,U.S. national,Alive,Hold,43:04.5
Teresa Giudice,563,6000,3000,0.5,978000,163,2260,NaN,NaN,NaN,NaN,NaN,Hold,43:07.0
Jenifer Lewis,564,6000,1000,0.167,160000,26.667,815,Female,63,No upcoming birthday,U.S. national,Alive,Hold,43:08.3
Billy Dee Williams,565,6000,1000,0.167,240000,40,884,Male,83,No upcoming birthday,U.S. national,Alive,Hold,43:09.6
Sarah Brightman,566,6000,1000,0.167,111000,18.5,2102,Female,60,No upcoming birthday,Foreign to U.S.,Alive,Hold,43:10.8
Julian Fellowes,567,6000,1000,0.167,105000,17.5,2086,Male,71,No upcoming birthday,Foreign to U.S.,Alive,Hold,43:12.1
Giannis Antetokounmpo,568,6000,2000,0.333,111000,18.5,297,NaN,NaN,NaN,NaN,NaN,Hold,43:14.6
Jared Leto,569,6000,2000,0.333,2275000,379.167,2474,Male,48,No upcoming birthday,U.S. national,Alive,Hold,43:16.0
Ed Asner,570,6000,3000,0.5,109000,18.167,1414,Male,91,No upcoming birthday,U.S. national,Alive,Hold,43:17.6
Peter Berg,571,6000,1000,0.167,239000,39.833,1974,Male,56,No upcoming birthday,U.S. national,Alive,Hold,43:18.9
Albert Hall,572,6000,4000,0.667,422000,70.333,669,Male,83,No upcoming birthday,U.S. national,Alive,Hold,43:20.2
Mike Myers,573,6000,2000,0.333,270000,45,2181,Male,57,No upcoming birthday,Foreign to U.S.,Alive,Hold,43:21.5
Andrew Lincoln,574,6000,3000,0.5,536000,89.333,766,Male,47,No upcoming birthday,Foreign to U.S.,Alive,Hold,43:22.7
Brian Austin Green,575,6000,13000,2.167,515000,85.833,1703,Male,47,No upcoming birthday,U.S. national,Alive,Hold,43:24.1
